58|concierto|Halsey |6 de febrero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
59|concierto|Coque Malla|15 de febrero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
60|concierto|Jonas Brothers|16 de febrero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
61|concierto|Maldita Nerea|14 de febrero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
62|concierto|India Martínez |7 de febrero |Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
63|concierto|The Darkness|30 de enero|Paseo Bajo de la Virgen del Puerto, 3 28005|28005|Madrid Río|40.4142519|-3.7212971
64|concierto|Keane |27 de enero|Paseo Bajo de la Virgen del Puerto, 3 28005|28005|Madrid Río|40.4142519|-3.7212971
65|concierto|091|23 y 24 de enero|Calle del Arenal, 11 28013|28013|Austrias|40.4292084|-3.7846342
66|concierto|El Kanka|1 de febrero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
67|concierto|Gloryhammer|30 de enero|Calle Hilarión Eslava, 36 28015|28015|Chamberí|40.4367282|-3.7164243
68|concierto|Day6|31 de enero|Calle de Utebo , 1 28025|28025|Otros|40.3866376|-3.7385181
69|concierto|Melanie Martínez|22 de enero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
70|concierto|Noa|15 de enero |Ronda de Atocha, 35 28012|28012|Lavapiés|40.4059808|-3.698596
71|concierto|James Arthur|21 de enero |Paseo Bajo de la Virgen del Puerto, 3 28005|28005|Madrid Río|40.4142519|-3.7212971
72|concierto|Amaia Romero|16 y 17 de enero |Ronda de Atocha, 35 28012|28012|Lavapiés|40.4059808|-3.698596
73|concierto|Dragon Ball Symphonic Adventure|18 enero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
74|concierto|Serrat & Sabina|20 y 21 de enero; 11 y 12 febrero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
75|concierto|Melendi|17 de enero|Avenida Felipe II, s/n 28009|28009|Barrio de Salamanca|40.4239618|-3.6759757
76|concierto|Alba Reche|1 de febrero|Calle Hilarión Eslava, 36 28015|28015|Chamberí|40.4367282|-3.7164243
77|concierto|Hija de la luna - Robin Torres|11 de enero|Avenida de Felipe II, s/n 28009|28009|Barrio de Salamanca|40.423955250000006|-3.674171976288532
